PC1,PC2,PC3,Machine failure
-35.324233693352404,67.75371980835081,-7.187142507054486,0
-137.70650465002947,-4.112818861784428,11.116023825696187,1
228.8220381341768,107.15385964492121,-7.868933476191938,0
-7.63017696450787,43.17816361072062,-11.76650733679739,0
29.621003908456416,-81.65260419489762,-8.503946001038427,1
-172.45732121824093,74.65877926192597,-3.8698172728740152,0
-139.23591182249822,2.933364542493974,3.1999548988702275,1
-149.87213026746676,41.15323077982667,13.949638373707776,1
-181.7080201798043,67.85364318056074,-1.497932042359537,0
-59.34048772689158,70.26926454384656,-6.0846086402077155,0
-230.1968048952913,123.87632647792027,13.928019181920492,1
-137.04183489213054,-73.13394835280818,7.869086167052988,0
-82.73544119873624,-92.2637808926616,-8.198001250072638,0
47.80894638709418,4.96516521432539,8.02922096142219,1
-108.1312907228515,-62.76689816942993,16.22749130321016,1
84.59193958820062,103.2186559391052,-8.019818977037609,0
-117.91028904617613,-62.546930763976455,10.671215046630238,0
13.170530561226629,48.7195086083331,-3.452769094113472,0
-94.39095287295467,27.00461031080192,-3.7858672596449354,1
-153.40688308193157,118.27900799463633,-6.3662967069427525,0
-148.7848113059752,41.13522400882865,11.828222744116736,0
-153.14989958305344,-88.79843724157446,1.9381640946964103,0
191.41391845566113,-96.08630022858313,-6.752616288413156,1
-153.15515039531417,-89.79720263293837,1.5462345404454765,1
1354.226504988999,-27.79505239949201,14.59803510865892,1
28.005078647374166,-11.61319500863499,-5.95938113745585,1
1202.1315898421262,67.45821803853755,13.616366904322835,1
-200.00671645975888,61.24120959796336,1.905442065245124,0
186.23115511375184,-13.95801355299215,-8.603374018343684,0
-209.84076787397257,-66.58354298014027,4.477585295649963,1
-65.07665430262794,-126.66985935810514,7.191212821885796,1
-142.35565895203916,-51.01178596819194,2.453631356113374,0
-30.427834790208998,-72.38333910552605,-4.0306276941159425,0
-187.8783503065879,-78.05065859435403,-0.013790320577295916,1
-142.93782090432416,-75.01006730401627,4.196382401222112,0
-110.52147796197085,-79.68262517235006,-7.608832543381683,0
6.351900208565032,-88.16312781280467,-5.8921049287675595,1
723.9949171629844,-34.39490868464757,0.47069785433307765,1
70.278846351362,-7.504048845600282,-9.432217507448552,0
-173.8653475384957,127.69005148950106,9.239781339416332,1
-154.06928550120793,-75.77800453456148,6.730499750161452,1
-285.9967954557825,-62.975598014325065,8.207258031535622,0
-100.93915885697562,-39.87227200567941,-0.8819659213459066,0
-158.12941907680738,5.34237941043587,1.3569765692626186,0
-254.10865359430213,-62.6530279520555,11.94803941022444,1
-221.1835517533324,-0.32926989170086596,-1.9038096686956198,0
301.149537973484,69.62048833200895,-9.073177675833392,0
-140.81040751159443,18.979742041948512,1.097074475963326,1
-184.7731786056645,-66.11482561685308,3.7149040328492275,1
196.27989943383545,-15.179337322089879,-10.179424354713008,1
-70.1297678547038,-89.54941777947147,3.2130712569661855,0
-142.53796371167266,-54.0108630691976,5.343780398971191,1
-163.1211960663194,94.47213379902853,-1.5192920849861187,0
10.949585067703088,39.760514013578,-2.75433569153431,1
-100.0904186238945,40.12371890721183,-4.475768000947265,0
-165.48864614753936,32.497754775542965,-0.3758380379620034,0
-146.0531594492344,43.10253735903143,-5.015541776513803,0
-176.3577472003289,-65.27516499091912,-5.825793842999328,0
-152.26847136455362,-45.80842302172695,2.74450456696802,0
-72.81277452400484,93.5611455251602,-7.227022552770445,0
191.93180520630307,17.922490947178108,-9.02401618040131,1
-114.9404104832784,-62.61155168248085,11.452976645524199,0
-146.11310565314957,42.102212503724786,-4.068865981458085,0
-157.67371988967,12.346191243433857,-6.140017283950098,1
-151.11257850711857,-78.83240614338817,6.279610820092283,1
-143.61117046667005,98.02772029491832,12.839272728291549,0
-21.10182014630659,82.44693024907559,-4.586545586815976,0
93.2643697456358,-96.01852580571385,-5.591190380924333,1
-205.54718617555886,57.33670840735021,12.975853596616288,0
517.5222689514666,-14.000836336320871,-7.18368405453525,0
118.42099338375893,-94.54292192625341,-8.006805851974269,1
-213.0510669437655,112.52407150269316,4.866990369663492,1
-144.84460324291936,7.056421206987028,-4.381975621438967,1
-146.36215084102668,-107.93280640753201,-2.6692974918899393,0
-161.2068345725361,92.42834627282382,-0.43609839735358674,0
-264.6804104094479,7.578378932921023,13.277306323481312,1
-209.82461944739265,-64.58720071881434,5.121918221584934,1
252.05816588841407,-29.347966780779263,-10.688541463485032,1
-102.90058897429995,117.18025806033346,6.47383179145935,0
-131.94488065743334,-12.23727702694246,12.862420511975813,1
35.72228248991166,71.24257749009631,-4.640507825629224,0
-280.85740758562645,107.97381281982936,-4.015018496525906,1
-145.0109739350425,15.065161881306308,3.865058378739726,1
-258.4605576878474,18.443136730817308,13.711838328426804,1
-156.11296224058685,61.30407948639453,5.682499433548421,1
-178.00946297304563,-75.2645832905455,4.911310492767205,0
-180.97562783233994,110.8429310567755,2.983517422216694,1
-150.1452831337572,-1.8242320314499645,-1.7845671062581492,1
-349.40041877829344,-39.62874682593821,4.0979446054882755,0
103.04677735705093,-63.215745575751164,-7.4145797518297165,0
49.416731763448006,-40.07772443940672,-5.811820490231679,0
259.4489140722346,89.51202060423236,-7.119777847961673,0
25.908741666882,79.4483470325643,-5.202105637671588,1
-285.736394519476,-48.976315296892594,9.131319904334813,0
-136.3070985096029,-101.14478819630007,-0.20436093373138867,1
23.1091156516682,-9.505062471199697,-7.525276258374743,0
-225.08250997343765,26.754729604249235,9.636141061666555,1
-203.36227427684884,80.28518265676723,20.46718617861272,0
17.56808454594305,-81.39739746974958,-7.373401994606852,1
-86.96553818323314,-85.2012897071214,1.010791935692195,0
-80.30630075267666,-8.317837054996922,0.59855354398237,0
-47.82109168006823,92.02164782833,-7.1813684985499275,0
172.25078320532157,-13.662597916886687,-9.294458839353748,0
-142.10240743217722,-84.0234313255578,3.5555140079461394,1
13.914200077537437,121.72135494913526,-8.106783004206065,0
-83.82623263976541,-82.26056930175528,-0.7880990373780846,0
26.548270224531546,110.46142660775828,-4.683523668113425,1
817.5611878447567,-101.3967960252965,3.124297932586889,0
-68.33218065987505,-18.563554312042946,-3.809907349477996,1
-122.07482435069247,-86.45630326173941,2.1257659966187026,1
-142.72060343730726,-30.996378587118265,-2.691109104918249,0
-62.901181980032256,-82.70067456072952,1.3664691687676676,0
-152.07205847160134,-92.80209672508583,-2.024212377172887,1
218.18345176515942,75.3842858989386,-9.062997605281184,0
1090.1099899733983,21.832967282428694,11.966889731022665,0
-152.11039815065803,-0.7815766610525897,-2.1470990375311234,0
-140.80173743605323,-37.02795582243735,-3.7934948519711775,1
-174.8581597751254,-62.33650335293875,8.023960344295302,0
-148.0331457429835,-76.90257273429954,5.415299620344868,0
27.871423590135763,27.409280778089403,-6.8381688903179025,1
-206.9787455224156,-61.65737980917377,10.501921607091584,0
-174.22582892225637,-5.314315166787502,-2.242953237322675,1
-182.32683524170432,-46.15892354430762,3.2426959050868445,1
33.68358501913021,20.272689932799494,-5.832231877455767,0
-32.57880405988133,17.681739254482803,-2.465239050530247,0
-15.883861653581487,37.33412570767746,-8.814209649412621,0
